"Subject","Function"
"Libxml2","xmlschemas.c:xmlSchemaGetGroup"
"Libxml2","xmlschemas.c:xmlSchemaResolveAttrTypeReferences"
"Libxml2","xmlschemas.c:xmlSchemaResolveAttrUseReferences"
"Libxml2","xmlschemas.c:xmlSchemaGetAttributeDecl"
"Libxml2","xmlschemas.c:xmlSchemaResolveAttrGroupReferences"
"Libxml2","xmlschemas.c:xmlSchemaGetAttributeGroup"
"Libxml2","xmlschemas.c:xmlSchemaResolveModelGroupParticleReferences"
"Libxml2","xmlschemas.c:xmlSchemaResolveIDCKeyReferences"
"Libxml2","xmlschemas.c:xmlSchemaGetIDC"
"Libxml2","xmlschemas.c:xmlSchemaResolveAttrUseProhibReferences"
"Libxml2","xmlschemas.c:xmlSchemaCheckTypeDefCircular"
"Libxml2","xmlschemas.c:xmlSchemaCheckTypeDefCircularInternal"
"Libxml2","xmlschemas.c:xmlSchemaCheckGroupDefCircular"
"Libxml2","xmlschemas.c:xmlSchemaGetCircModelGrDefRef"
"Libxml2","xmlschemas.c:xmlSchemaCheckAttrGroupCircular"
"Libxml2","xmlschemas.c:xmlSchemaCheckAttrGroupCircularRecur"
"Libxml2","xmlschemas.c:xmlSchemaModelGroupToModelGroupDefFixup"
"Libxml2","xmlschemas.c:xmlSchemaAttributeGroupExpandRefs"
"Libxml2","xmlschemas.c:xmlSchemaExpandAttributeGroupRefs"
"Libxml2","xmlschemas.c:xmlSchemaItemListRemove"
"Libxml2","xmlschemas.c:xmlSchemaPSimpleErr"
"Libxml2","xmlschemas.c:xmlSchemaCloneWildcardNsConstraints"
"Libxml2","xmlschemas.c:xmlSchemaIntersectWildcards"
"Libxml2","xmlschemas.c:xmlSchemaItemListInsert"
"Libxml2","xmlschemas.c:xmlSchemaFixupSimpleTypeStageOne"
"Libxml2","xmlschemas.c:xmlSchemaCheckUnionTypeDefCircular"
"Libxml2","xmlschemas.c:xmlSchemaCheckUnionTypeDefCircularRecur"
"Libxml2","xmlschemas.c:xmlSchemaFixupSimpleTypeStageTwo"
"Libxml2","xmlschemas.c:xmlSchemaTypeFixup"
"Libxml2","xmlschemas.c:xmlSchemaFixupComplexType"
"Libxml2","xmlschemas.c:xmlSchemaCheckSRCCT"
"Libxml2","xmlschemas.c:xmlSchemaIsParticleEmptiable"
"Libxml2","xmlschemas.c:xmlSchemaGetParticleTotalRangeMin"
"Libxml2","xmlschemas.c:xmlSchemaFixupTypeAttributeUses"
"Libxml2","xmlschemas.c:xmlSchemaUnionWildcards"
"Libxml2","xmlschemas.c:xmlSchemaCheckCTComponent"
"Libxml2","xmlschemas.c:xmlSchemaCheckCTPropsCorrect"
"Libxml2","xmlschemas.c:xmlSchemaIsDerivedFromBuiltInType"
"Libxml2","xmlschemas.c:xmlSchemaCheckCOSCTExtends"
"Libxml2","xmlschemas.c:xmlSchemaCheckDerivationOKRestriction"
"Libxml2","xmlschemas.c:xmlSchemaCheckDerivationOKRestriction2to4"
"Libxml2","xmlschemas.c:xmlSchemaPAttrUseErr4"
"Libxml2","xmlschemas.c:xmlSchemaCheckCOSSTDerivedOK"
"Libxml2","xmlschemas.c:xmlSchemaTypeFinalContains"
"Libxml2","xmlschemas.c:xmlSchemaGetEffectiveValueConstraint"
"Libxml2","xmlschemas.c:xmlSchemaCheckCVCWildcardNamespace"
"Libxml2","xmlschemas.c:xmlSchemaCheckCOSNSSubset"
"Libxml2","xmlschemas.c:xmlSchemaFinishMemberTypeDefinitionsProperty"
"Libxml2","xmlschemas.c:xmlSchemaCheckSTPropsCorrect"
"Libxml2","xmlschemas.c:xmlSchemaCheckCOSSTRestricts"
"Libxml2","xmlschemastypes.c:xmlSchemaIsBuiltInTypeFacet"
"Libxml2","xmlschemas.c:xmlSchemaPIllegalFacetAtomicErr"
"Libxml2","xmlschemas.c:xmlSchemaPIllegalFacetListUnionErr"
"Libxml2","xmlschemas.c:xmlSchemaCheckFacetValues"
"Libxml2","xmlschemas.c:xmlSchemaCreateVCtxtOnPCtxt"
"Libxml2","xmlschemas.c:xmlSchemaDeriveAndValidateFacets"
"Libxml2","xmlschemas.c:xmlSchemaDeriveFacetErr"
"Libxml2","xmlschemas.c:xmlSchemaTypeFixupWhitespace"
"Libxml2","xmlschemas.c:xmlSchemaTypeFixupOptimFacets"
"Libxml2","xmlschemas.c:xmlSchemaCheckAttrPropsCorrect"
"Libxml2","xmlschemas.c:xmlSchemaCheckAttrUsePropsCorrect"
"Libxml2","xmlschemas.c:xmlSchemaCheckAGPropsCorrect"
"Libxml2","xmlschemas.c:xmlSchemaCheckSRCRedefineSecond"
"Libxml2","xmlschemas.c:xmlSchemaCheckElementDeclComponent"
"Libxml2","xmlschemas.c:xmlSchemaCheckElemPropsCorrect"
"Libxml2","xmlschemas.c:xmlSchemaCheckSubstGroupCircular"
"Libxml2","xmlschemas.c:xmlSchemaCheckCOSDerivedOK"
"Libxml2","xmlschemas.c:xmlSchemaCheckCOSCTDerivedOK"
"Libxml2","xmlschemas.c:xmlSchemaAreEqualTypes"
"Libxml2","xmlschemas.c:xmlSchemaParseCheckCOSValidDefault"
"Libxml2","xmlschemas.c:xmlSchemaCheckElemSubstGroup"
"Libxml2","xmlschemas.c:xmlSchemaAddElementSubstitutionMember"
"Libxml2","xmlschemas.c:xmlSchemaSubstGroupGet"
"Libxml2","xmlschemas.c:xmlSchemaSubstGroupAdd"
"Libxml2","xmlschemas.c:xmlSchemaSubstGroupFree"
"Libxml2","xmlschemas.c:xmlSchemaBuildContentModel"
"Libxml2","xmlschemas.c:xmlSchemaBuildAContentModel"
"Libxml2","xmlregexp.c:xmlAutomataNewNegTrans"
"Libxml2","xmlregexp.c:xmlAutomataNewCounter"
"Libxml2","xmlregexp.c:xmlAutomataNewCountedTrans"
"Libxml2","xmlregexp.c:xmlAutomataNewCounterTrans"
"Libxml2","xmlschemas.c:xmlSchemaBuildContentModelForElement"
"Libxml2","xmlschemas.c:xmlSchemaBuildContentModelForSubstGroup"
"Libxml2","xmlregexp.c:xmlAutomataNewOnceTrans2"
"Libxml2","xmlregexp.c:xmlAutomataNewCountTrans2"
"Libxml2","xmlregexp.c:xmlAutomataNewAllTrans"
"Libxml2","xmlregexp.c:xmlFAGenerateAllTransition"
"Libxml2","xmlreader.c:xmlTextReaderSchemaValidate"
"Libxml2","xmlreader.c:xmlTextReaderRelaxNGValidateCtxt"
"Libxml2","xmlreader.c:xmlTextReaderRelaxNGValidateInternal"
"Libxml2","xmlreader.c:xmlTextReaderRelaxNGValidate"
"Libxml2","xmlreader.c:xmlTextReaderIsNamespaceDecl"
"Libxml2","xmlreader.c:xmlTextReaderConstXmlVersion"
"Libxml2","xmlreader.c:xmlTextReaderStandalone"
"Libxml2","xmlreader.c:xmlTextReaderLocatorLineNumber"
"Libxml2","xmlreader.c:xmlTextReaderLocatorBaseURI"
"Libxml2","xmlreader.c:xmlTextReaderSetErrorHandler"
"Libxml2","xmlreader.c:xmlTextReaderError"
"Libxml2","xmlreader.c:xmlTextReaderWarning"
"Libxml2","xmlreader.c:xmlTextReaderSetStructuredErrorHandler"
"Libxml2","xmlreader.c:xmlTextReaderIsValid"
"Libxml2","xmlreader.c:xmlTextReaderGetErrorHandler"
"Libxml2","xmlreader.c:xmlTextReaderSetup"
"Libxml2","xmlreader.c:xmlTextReaderByteConsumed"
"Libxml2","xmlreader.c:xmlReaderWalker"
"Libxml2","xmlreader.c:xmlReaderForDoc"
"Libxml2","xmlreader.c:xmlReaderForMemory"
"Libxml2","xmlreader.c:xmlReaderForFile"
"Libxml2","xmlreader.c:xmlReaderForFd"
"Libxml2","xmlreader.c:xmlReaderForIO"
"Libxml2","xmlreader.c:xmlReaderNewWalker"
"Libxml2","xmlreader.c:xmlReaderNewDoc"
"Libxml2","xmlreader.c:xmlReaderNewMemory"
"Libxml2","xmlreader.c:xmlReaderNewFile"
"Libxml2","xmlreader.c:xmlReaderNewFd"
"Libxml2","xmlreader.c:xmlReaderNewIO"
"Libxml2","xmlregexp.c:xmlRegExecNextValues"
"Libxml2","xmlregexp.c:xmlRegExecGetValues"
"Libxml2","xmlregexp.c:xmlRegExecErrInfo"
"Libxml2","xmlregexp.c:xmlRegexpPrint"
"Libxml2","xmlregexp.c:xmlRegPrintAtom"
"Libxml2","xmlregexp.c:xmlRegPrintAtomType"
"Libxml2","xmlregexp.c:xmlRegPrintQuantType"
"Libxml2","xmlregexp.c:xmlRegPrintRange"
"Libxml2","xmlregexp.c:xmlRegPrintState"
"Libxml2","xmlregexp.c:xmlRegPrintTrans"
"Libxml2","xmlregexp.c:xmlAutomataNewCountTrans"
"Libxml2","xmlregexp.c:xmlAutomataNewOnceTrans"
"Libxml2","xmlsave.c:xmlSaveToFd"
"Libxml2","xmlsave.c:xmlNewSaveCtxt"
"Libxml2","xmlsave.c:xmlFreeSaveCtxt"
"Libxml2","xmlsave.c:xmlEscapeEntities"
"Libxml2","xmlsave.c:xmlSaveToFilename"
"Libxml2","xmlsave.c:xmlSaveToBuffer"
"Libxml2","xmlsave.c:xmlSaveToIO"
"Libxml2","xmlsave.c:xmlSaveDoc"
"Libxml2","xmlsave.c:xmlSaveTree"
"Libxml2","xmlsave.c:htmlNodeDumpOutputInternal"
"Libxml2","xmlsave.c:xmlSaveFlush"
"Libxml2","xmlsave.c:xmlSaveClose"
"Libxml2","xmlsave.c:xmlSaveSetEscape"
"Libxml2","xmlsave.c:xmlSaveSetAttrEscape"
"Libxml2","xmlsave.c:xmlAttrSerializeTxtContent"
"Libxml2","xmlsave.c:xmlDocDumpFormatMemoryEnc"
"Libxml2","xmlsave.c:xmlDocDumpMemory"
"Libxml2","xmlsave.c:xmlDocDumpFormatMemory"
"Libxml2","xmlsave.c:xmlDocDumpMemoryEnc"
"Libxml2","xmlsave.c:xmlSaveFileTo"
"Libxml2","xmlsave.c:xmlSaveFileEnc"
"Libxml2","xmlsave.c:xmlSaveFormatFile"
"Libxml2","xmlschemas.c:xmlSchemaBucketFreeEntry"
"Libxml2","xmlschemas.c:xmlSchemaDump"
"Libxml2","xmlschemas.c:xmlSchemaAnnotDump"
"Libxml2","xmlschemas.c:xmlSchemaTypeDumpEntry"
"Libxml2","xmlschemas.c:xmlSchemaTypeDump"
"Libxml2","xmlschemas.c:xmlSchemaAttrUsesDump"
"Libxml2","xmlschemas.c:xmlSchemaContentModelDump"
"Libxml2","xmlschemas.c:xmlSchemaElementDump"
"Libxml2","xmlschemas.c:xmlSchemaNewMemParserCtxt"
"Libxml2","xmlschemas.c:xmlSchemaNewDocParserCtxt"
"Libxml2","xmlschemas.c:xmlSchemaSubstGroupFreeEntry"
"Libxml2","xmlschemas.c:xmlSchemaGetParserErrors"
"Libxml2","xmlschemas.c:xmlSchemaValidateSetFilename"
"Libxml2","xmlschemas.c:xmlSchemaGetValidErrors"
"Libxml2","xmlschemas.c:xmlSchemaSetValidOptions"
"Libxml2","xmlschemas.c:xmlSchemaValidCtxtGetOptions"
"Libxml2","xmlschemas.c:xmlSchemaValidateOneElement"
"Libxml2","xmlschemas.c:xmlSchemaVStart"
"Libxml2","xmlschemas.c:xmlSchemaVDocWalk"
"Libxml2","xmlschemas.c:xmlSchemaValidatorPushElem"
"Libxml2","xmlschemas.c:xmlSchemaGetFreshElemInfo"
"Libxml2","xmlschemas.c:xmlSchemaValidatorPushAttribute"
"Libxml2","xmlschemas.c:xmlSchemaGetFreshAttrInfo"
"Libxml2","xmlschemas.c:xmlSchemaValidateElem"
"Libxml2","xmlschemas.c:xmlSchemaAssembleByXSI"
"Libxml2","xmlschemas.c:xmlSchemaGetMetaAttrInfo"
"Libxml2","xmlschemas.c:xmlSchemaAssembleByLocation"
"Libxml2","xmlschemas.c:xmlSchemaValidateChildElem"
"Libxml2","xmlschemas.c:xmlSchemaProcessXSIType"
"Libxml2","xmlschemas.c:xmlSchemaVExpandQName"
"Libxml2","xmlschemas.c:xmlSchemaComplexTypeErr"
"Libxml2","xmlschemas.c:xmlSchemaValidateElemWildcard"
"Libxml2","xmlschemas.c:xmlSchemaValidateElemDecl"
"Libxml2","xmlschemastypes.c:xmlSchemaValueGetAsBoolean"
"Libxml2","xmlschemas.c:xmlSchemaIDCRegisterMatchers"
"Libxml2","xmlschemas.c:xmlSchemaIDCAddStateObject"
"Libxml2","xmlschemas.c:xmlSchemaXPathEvaluate"
"Libxml2","xmlschemas.c:xmlSchemaVAttributesComplex"
"Libxml2","xmlschemastypes.c:xmlSchemaCopyValue"
"Libxml2","xmlschemas.c:xmlSchemaXPathProcessHistory"
"Libxml2","xmlschemas.c:xmlSchemaGetIDCDesignation"
"Libxml2","xmlschemas.c:xmlSchemaIDCStoreKey"
"Libxml2","xmlschemas.c:xmlSchemaIDCAcquireTargetList"
"Libxml2","xmlschemas.c:xmlSchemaFormatIDCKeySequence"
"Libxml2","xmlschemas.c:xmlSchemaIDCStoreNodeTableItem"
"Libxml2","xmlschemas.c:xmlSchemaVAddNodeQName"
"Libxml2","xmlschemas.c:xmlSchemaXPathPop"
"Libxml2","xmlschemas.c:xmlSchemaIllegalAttrErr"
"Libxml2","xmlschemas.c:xmlSchemaFormatErrorNodeQName"
"Libxml2","xmlschemas.c:xmlSchemaVAttributesSimple"
"Libxml2","xmlschemas.c:xmlSchemaVPushText"
"Libxml2","xmlschemas.c:xmlSchemaValidatorPopElem"
"Libxml2","xmlschemas.c:xmlSchemaVCheckINodeDataType"
"Libxml2","xmlschemas.c:xmlSchemaCheckCOSValidDefault"
"Libxml2","xmlschemas.c:xmlSchemaIDCFillNodeTables"
"Libxml2","xmlschemas.c:xmlSchemaIDCAcquireBinding"
"Libxml2","xmlschemas.c:xmlSchemaIDCNewBinding"
"Libxml2","xmlschemas.c:xmlSchemaIDCAppendNodeTableItem"
"Libxml2","xmlschemas.c:xmlSchemaCheckCVCIDCKeyRef"
"Libxml2","xmlschemas.c:xmlSchemaKeyrefErr"
"Libxml2","xmlschemas.c:xmlSchemaBubbleIDCNodeTables"
"Libxml2","xmlschemas.c:xmlSchemaVContentModelCallback"
"Libxml2","xmlschemas.c:xmlSchemaAugmentImportedIDC"
"Libxml2","xmlschemas.c:xmlSchemaAugmentIDC"
"Libxml2","xmlschemas.c:xmlSchemaValidateDoc"
"Libxml2","xmlschemas.c:xmlSchemaSAXHandleStartElementNs"
"Libxml2","xmlschemas.c:xmlSchemaSAXHandleEndElementNs"
"Libxml2","xmlschemas.c:xmlSchemaSAXHandleText"
"Libxml2","xmlschemas.c:xmlSchemaSAXHandleCDataSection"
"Libxml2","xmlschemas.c:xmlSchemaSAXHandleReference"
"Libxml2","xmlschemas.c:internalSubsetSplit"
"Libxml2","xmlschemas.c:isStandaloneSplit"
"Libxml2","xmlschemas.c:hasInternalSubsetSplit"
"Libxml2","xmlschemas.c:hasExternalSubsetSplit"
"Libxml2","xmlschemas.c:resolveEntitySplit"
"Libxml2","xmlschemas.c:getEntitySplit"
"Libxml2","xmlschemas.c:entityDeclSplit"
"Libxml2","xmlschemas.c:notationDeclSplit"
"Libxml2","xmlschemas.c:attributeDeclSplit"
"Libxml2","xmlschemas.c:elementDeclSplit"
"Libxml2","xmlschemas.c:unparsedEntityDeclSplit"
"Libxml2","xmlschemas.c:setDocumentLocatorSplit"
"Libxml2","xmlschemas.c:startDocumentSplit"
"Libxml2","xmlschemas.c:endDocumentSplit"
"Libxml2","xmlschemas.c:processingInstructionSplit"
"Libxml2","xmlschemas.c:commentSplit"
"Libxml2","xmlschemas.c:warningSplit"
"Libxml2","xmlschemas.c:errorSplit"
"Libxml2","xmlschemas.c:fatalErrorSplit"
"Libxml2","xmlschemas.c:getParameterEntitySplit"
"Libxml2","xmlschemas.c:externalSubsetSplit"
"Libxml2","xmlschemas.c:charactersSplit"
"Libxml2","xmlschemas.c:ignorableWhitespaceSplit"
"Libxml2","xmlschemas.c:cdataBlockSplit"
"Libxml2","xmlschemas.c:referenceSplit"
"Libxml2","xmlschemas.c:startElementNsSplit"
"Libxml2","xmlschemas.c:endElementNsSplit"
"Libxml2","xmlschemas.c:xmlSchemaValidateStream"
"Libxml2","xmlschemas.c:xmlSchemaValidateStreamLocator"
"Libxml2","xmlschemas.c:xmlSchemaValidateFile"
"Libxml2","xmlschemas.c:xmlSchemaValidCtxtGetParserCtxt"
"Libxml2","xmlschemastypes.c:xmlSchemaFreeTypeEntry"
"Libxml2","xmlschemastypes.c:xmlSchemaNewStringValue"
"Libxml2","xmlschemastypes.c:xmlSchemaGetBuiltInListSimpleTypeItemType"
"Libxml2","xmlschemastypes.c:xmlSchemaValidateLengthFacet"
"Libxml2","xmlschemastypes.c:xmlSchemaGetCanonValueWhtsp"
"Libxml2","xmlstring.c:xmlStrsub"
"Libxml2","xmlstring.c:xmlStrVPrintf"
"Libxml2","xmlstring.c:xmlUTF8Size"
"Libxml2","xmlstring.c:xmlUTF8Charcmp"
"Libxml2","xmlstring.c:xmlUTF8Strsize"
"Libxml2","xmlstring.c:xmlUTF8Strndup"
"Libxml2","xmlstring.c:xmlUTF8Strpos"
"Libxml2","xmlstring.c:xmlUTF8Strloc"
"Libxml2","xmlstring.c:xmlUTF8Strsub"
"Libxml2","xmlunicode.c:xmlUCSIsAegeanNumbers"
"Libxml2","xmlunicode.c:xmlUCSIsAlphabeticPresentationForms"
"Libxml2","xmlunicode.c:xmlUCSIsArabic"
"Libxml2","xmlunicode.c:xmlUCSIsArabicPresentationFormsA"
"Libxml2","xmlunicode.c:xmlUCSIsArabicPresentationFormsB"
"Libxml2","xmlunicode.c:xmlUCSIsArmenian"
"Libxml2","xmlunicode.c:xmlUCSIsArrows"
"Libxml2","xmlunicode.c:xmlUCSIsBasicLatin"
"Libxml2","xmlunicode.c:xmlUCSIsBengali"
"Libxml2","xmlunicode.c:xmlUCSIsBlockElements"
"Libxml2","xmlunicode.c:xmlUCSIsBopomofo"
"Libxml2","xmlunicode.c:xmlUCSIsBopomofoExtended"
"Libxml2","xmlunicode.c:xmlUCSIsBoxDrawing"
"Libxml2","xmlunicode.c:xmlUCSIsBraillePatterns"
"Libxml2","xmlunicode.c:xmlUCSIsBuhid"
"Libxml2","xmlunicode.c:xmlUCSIsByzantineMusicalSymbols"
"Libxml2","xmlunicode.c:xmlUCSIsCJKCompatibility"
"Libxml2","xmlunicode.c:xmlUCSIsCJKCompatibilityForms"
"Libxml2","xmlunicode.c:xmlUCSIsCJKCompatibilityIdeographs"
"Libxml2","xmlunicode.c:xmlUCSIsCJKCompatibilityIdeographsSupplement"
"Libxml2","xmlunicode.c:xmlUCSIsCJKRadicalsSupplement"
"Libxml2","xmlunicode.c:xmlUCSIsCJKSymbolsandPunctuation"
"Libxml2","xmlunicode.c:xmlUCSIsCJKUnifiedIdeographs"
"Libxml2","xmlunicode.c:xmlUCSIsCJKUnifiedIdeographsExtensionA"
"Libxml2","xmlunicode.c:xmlUCSIsCJKUnifiedIdeographsExtensionB"
"Libxml2","xmlunicode.c:xmlUCSIsCherokee"
"Libxml2","xmlunicode.c:xmlUCSIsCombiningDiacriticalMarks"
"Libxml2","xmlunicode.c:xmlUCSIsCombiningDiacriticalMarksforSymbols"
"Libxml2","xmlunicode.c:xmlUCSIsCombiningHalfMarks"
"Libxml2","xmlunicode.c:xmlUCSIsCombiningMarksforSymbols"
"Libxml2","xmlunicode.c:xmlUCSIsControlPictures"
"Libxml2","xmlunicode.c:xmlUCSIsCurrencySymbols"
"Libxml2","xmlunicode.c:xmlUCSIsCypriotSyllabary"
"Libxml2","xmlunicode.c:xmlUCSIsCyrillic"
"Libxml2","xmlunicode.c:xmlUCSIsCyrillicSupplement"
"Libxml2","xmlunicode.c:xmlUCSIsDeseret"
"Libxml2","xmlunicode.c:xmlUCSIsDevanagari"
"Libxml2","xmlunicode.c:xmlUCSIsDingbats"
"Libxml2","xmlunicode.c:xmlUCSIsEnclosedAlphanumerics"
"Libxml2","xmlunicode.c:xmlUCSIsEnclosedCJKLettersandMonths"
"Libxml2","xmlunicode.c:xmlUCSIsEthiopic"
"Libxml2","xmlunicode.c:xmlUCSIsGeneralPunctuation"
"Libxml2","xmlunicode.c:xmlUCSIsGeometricShapes"
"Libxml2","xmlunicode.c:xmlUCSIsGeorgian"
"Libxml2","xmlunicode.c:xmlUCSIsGothic"
"Libxml2","xmlunicode.c:xmlUCSIsGreek"
"Libxml2","xmlunicode.c:xmlUCSIsGreekExtended"
"Libxml2","xmlunicode.c:xmlUCSIsGreekandCoptic"
"Libxml2","xmlunicode.c:xmlUCSIsGujarati"
"Libxml2","xmlunicode.c:xmlUCSIsGurmukhi"
"Libxml2","xmlunicode.c:xmlUCSIsHalfwidthandFullwidthForms"
"Libxml2","xmlunicode.c:xmlUCSIsHangulCompatibilityJamo"
"Libxml2","xmlunicode.c:xmlUCSIsHangulJamo"
"Libxml2","xmlunicode.c:xmlUCSIsHangulSyllables"
"Libxml2","xmlunicode.c:xmlUCSIsHanunoo"
"Libxml2","xmlunicode.c:xmlUCSIsHebrew"
"Libxml2","xmlunicode.c:xmlUCSIsHighPrivateUseSurrogates"
"Libxml2","xmlunicode.c:xmlUCSIsHighSurrogates"
"Libxml2","xmlunicode.c:xmlUCSIsHiragana"
"Libxml2","xmlunicode.c:xmlUCSIsIPAExtensions"
"Libxml2","xmlunicode.c:xmlUCSIsIdeographicDescriptionCharacters"
"Libxml2","xmlunicode.c:xmlUCSIsKanbun"
"Libxml2","xmlunicode.c:xmlUCSIsKangxiRadicals"
"Libxml2","xmlunicode.c:xmlUCSIsKannada"
"Libxml2","xmlunicode.c:xmlUCSIsKatakana"
"Libxml2","xmlunicode.c:xmlUCSIsKatakanaPhoneticExtensions"
"Libxml2","xmlunicode.c:xmlUCSIsKhmer"
"Libxml2","xmlunicode.c:xmlUCSIsKhmerSymbols"
"Libxml2","xmlunicode.c:xmlUCSIsLao"
"Libxml2","xmlunicode.c:xmlUCSIsLatin1Supplement"
"Libxml2","xmlunicode.c:xmlUCSIsLatinExtendedA"
"Libxml2","xmlunicode.c:xmlUCSIsLatinExtendedB"
"Libxml2","xmlunicode.c:xmlUCSIsLatinExtendedAdditional"
"Libxml2","xmlunicode.c:xmlUCSIsLetterlikeSymbols"
"Libxml2","xmlunicode.c:xmlUCSIsLimbu"
"Libxml2","xmlunicode.c:xmlUCSIsLinearBIdeograms"
"Libxml2","xmlunicode.c:xmlUCSIsLinearBSyllabary"
"Libxml2","xmlunicode.c:xmlUCSIsLowSurrogates"
"Libxml2","xmlunicode.c:xmlUCSIsMalayalam"
"Libxml2","xmlunicode.c:xmlUCSIsMathematicalAlphanumericSymbols"
"Libxml2","xmlunicode.c:xmlUCSIsMathematicalOperators"
"Libxml2","xmlunicode.c:xmlUCSIsMiscellaneousMathematicalSymbolsA"
"Libxml2","xmlunicode.c:xmlUCSIsMiscellaneousMathematicalSymbolsB"
"Libxml2","xmlunicode.c:xmlUCSIsMiscellaneousSymbols"
"Libxml2","xmlunicode.c:xmlUCSIsMiscellaneousSymbolsandArrows"
"Libxml2","xmlunicode.c:xmlUCSIsMiscellaneousTechnical"
"Libxml2","xmlunicode.c:xmlUCSIsMongolian"
"Libxml2","xmlunicode.c:xmlUCSIsMusicalSymbols"
"Libxml2","xmlunicode.c:xmlUCSIsMyanmar"
"Libxml2","xmlunicode.c:xmlUCSIsNumberForms"
"Libxml2","xmlunicode.c:xmlUCSIsOgham"
"Libxml2","xmlunicode.c:xmlUCSIsOldItalic"
"Libxml2","xmlunicode.c:xmlUCSIsOpticalCharacterRecognition"
"Libxml2","xmlunicode.c:xmlUCSIsOriya"
"Libxml2","xmlunicode.c:xmlUCSIsOsmanya"
"Libxml2","xmlunicode.c:xmlUCSIsPhoneticExtensions"
"Libxml2","xmlunicode.c:xmlUCSIsPrivateUse"
"Libxml2","xmlunicode.c:xmlUCSIsPrivateUseArea"
"Libxml2","xmlunicode.c:xmlUCSIsRunic"
"Libxml2","xmlunicode.c:xmlUCSIsShavian"
"Libxml2","xmlunicode.c:xmlUCSIsSinhala"
"Libxml2","xmlunicode.c:xmlUCSIsSmallFormVariants"
"Libxml2","xmlunicode.c:xmlUCSIsSpacingModifierLetters"
"Libxml2","xmlunicode.c:xmlUCSIsSpecials"
"Libxml2","xmlunicode.c:xmlUCSIsSuperscriptsandSubscripts"
"Libxml2","xmlunicode.c:xmlUCSIsSupplementalArrowsA"
"Libxml2","xmlunicode.c:xmlUCSIsSupplementalArrowsB"
"Libxml2","xmlunicode.c:xmlUCSIsSupplementalMathematicalOperators"
"Libxml2","xmlunicode.c:xmlUCSIsSupplementaryPrivateUseAreaA"
"Libxml2","xmlunicode.c:xmlUCSIsSupplementaryPrivateUseAreaB"
"Libxml2","xmlunicode.c:xmlUCSIsSyriac"
"Libxml2","xmlunicode.c:xmlUCSIsTagalog"
"Libxml2","xmlunicode.c:xmlUCSIsTagbanwa"
"Libxml2","xmlunicode.c:xmlUCSIsTags"
"Libxml2","xmlunicode.c:xmlUCSIsTaiLe"
"Libxml2","xmlunicode.c:xmlUCSIsTaiXuanJingSymbols"
"Libxml2","xmlunicode.c:xmlUCSIsTamil"
"Libxml2","xmlunicode.c:xmlUCSIsTelugu"
"Libxml2","xmlunicode.c:xmlUCSIsThaana"
"Libxml2","xmlunicode.c:xmlUCSIsThai"
"Libxml2","xmlunicode.c:xmlUCSIsTibetan"
"Libxml2","xmlunicode.c:xmlUCSIsUgaritic"
"Libxml2","xmlunicode.c:xmlUCSIsUnifiedCanadianAboriginalSyllabics"
"Libxml2","xmlunicode.c:xmlUCSIsVariationSelectors"
"Libxml2","xmlunicode.c:xmlUCSIsVariationSelectorsSupplement"
"Libxml2","xmlunicode.c:xmlUCSIsYiRadicals"
"Libxml2","xmlunicode.c:xmlUCSIsYiSyllables"
"Libxml2","xmlunicode.c:xmlUCSIsYijingHexagramSymbols"
"Libxml2","xmlunicode.c:xmlUCSIsCatCs"
"Libxml2","xmlunicode.c:xmlUCSIsCat"
"Libxml2","xmlwriter.c:xmlNewTextWriter"
"Libxml2","xmlwriter.c:xmlWriterErrMsg"
"Libxml2","xmlwriter.c:xmlFreeTextWriterStackEntry"
"Libxml2","xmlwriter.c:xmlCmpTextWriterStackEntry"
"Libxml2","xmlwriter.c:xmlFreeTextWriterNsStackEntry"
"Libxml2","xmlwriter.c:xmlCmpTextWriterNsStackEntry"
"Libxml2","xmlwriter.c:xmlNewTextWriterFilename"
"Libxml2","xmlwriter.c:xmlNewTextWriterMemory"
"Libxml2","xmlwriter.c:xmlNewTextWriterPushParser"
"Libxml2","xmlwriter.c:xmlTextWriterWriteDocCallback"
"Libxml2","xmlwriter.c:xmlWriterErrMsgInt"
"Libxml2","xmlwriter.c:xmlTextWriterCloseDocCallback"
"Libxml2","xmlwriter.c:xmlNewTextWriterDoc"
"Libxml2","xmlwriter.c:xmlTextWriterStartDocumentCallback"
"Libxml2","xmlwriter.c:xmlNewTextWriterTree"
"Libxml2","xmlwriter.c:xmlFreeTextWriter"
"Libxml2","xmlwriter.c:xmlTextWriterStartDocument"
"Libxml2","xmlwriter.c:xmlTextWriterEndDocument"
"Libxml2","xmlwriter.c:xmlTextWriterEndElement"
"Libxml2","xmlwriter.c:xmlTextWriterEndAttribute"
"Libxml2","xmlwriter.c:xmlTextWriterOutputNSDecl"
"Libxml2","xmlwriter.c:xmlTextWriterWriteAttribute"
"Libxml2","xmlwriter.c:xmlTextWriterStartAttribute"
"Libxml2","xmlwriter.c:xmlTextWriterWriteString"
"Libxml2","xmlwriter.c:xmlTextWriterWriteRaw"
"Libxml2","xmlwriter.c:xmlTextWriterWriteRawLen"
"Libxml2","xmlwriter.c:xmlTextWriterHandleStateDependencies"
"Libxml2","xmlwriter.c:xmlTextWriterWriteIndent"
"Libxml2","xmlwriter.c:xmlTextWriterEndPI"
